text,label
Worst company ever! My lawyer will file a lawsuit.,High Risk
Your service is defective I am not happy.,Medium Risk
The product has not arrived and I am frustrated.,Medium Risk
schedule a call is done. Thank you.,Safe
The shipment is defective. send me a replacement.,Medium Risk
I will expose your scam for this mess.,High Risk
My lawyer will file a lawsuit for this mess.,High Risk
This is fraud. contact the authorities!,High Risk
Your service has not arrived please fix this.,Medium Risk
Service was excellent! Can you reset my password.,Safe
update the ticket is done. Thanks.,Safe
My order is late. cancel this immediately.,Medium Risk
Your service is broken. cancel this immediately.,Medium Risk
Please attach the file? Thanks.,Safe
I am going to file a lawsuit for this mess.,High Risk
Please reset my password? Looking forward to it.,Safe
This is a criminal operation! I demand to contact the authorities.,High Risk
The shipment is defective. send me a replacement.,Medium Risk
The shipment is late I am not happy.,Medium Risk
Kindly attach the file? Cheers.,Safe
I am going to sue you for stealing my data.,High Risk
Worst company ever! My lawyer will expose your scam.,High Risk
The shipment is late. send me a replacement.,Medium Risk
You are thieves! Expect to sue you.,High Risk
Your service is defective please fix this.,Medium Risk
Your service is late please fix this.,Medium Risk
Thanks for the help! Just wanted to attach the file.,Safe
My order stopped working and I am very disappointed.,Medium Risk
You people are useless idiots! My lawyer will sue you.,High Risk
My order has not arrived please fix this.,Medium Risk
The shipment is broken and I am frustrated.,Medium Risk
Kindly attach the file? Thank you.,Safe
This is a criminal operation! My lawyer will take legal action.,High Risk
Appreciate the quick response! I would like to update the ticket.,Safe
The shipment is broken which is annoying.,Medium Risk
Great job! Just wanted to schedule a call.,Safe
We intend to report this to the police for this harassment.,High Risk
We intend to expose your scam due to your gross negligence.,High Risk
schedule a call is done. Thank you.,Safe
The product is missing and I am very disappointed.,Medium Risk
Expect to expose your scam for this mess.,High Risk
Kindly schedule a call? Thanks.,Safe
Your service is broken and I am very disappointed.,Medium Risk
attach the file is done. Thank you.,Safe
This is unacceptable. file a lawsuit!,High Risk
I would like to schedule a call? Looking forward to it.,Safe
My refund is missing. where is my money?.,Medium Risk
My order is defective. I want a refund.,Medium Risk
My refund is broken. cancel this immediately.,Medium Risk
Kindly schedule a call? Looking forward to it.,Safe
This is fraud. contact the authorities!,High Risk
Service was excellent! Just wanted to reset my password.,Safe
My order is missing I am not happy.,Medium Risk
Worst company ever! We intend to expose your scam.,High Risk
Please reset my password? Thank you.,Safe
This is a criminal operation! We intend to file a lawsuit.,High Risk
Service was excellent! Could you update the ticket.,Safe
Thanks for the help! Could you attach the file.,Safe
Kindly attach the file? Best regards.,Safe
This is fraud. report this to the police!,High Risk
The shipment stopped working and I am very disappointed.,Medium Risk
Expect to contact the authorities because of this fraud.,High Risk
attach the file is done. Thank you.,Safe
You are thieves! Expect to contact the authorities.,High Risk
Service was excellent! Could you schedule a call.,Safe
My order is missing. cancel this immediately.,Medium Risk
The product stopped working I am not happy.,Medium Risk
This is illegal. file a lawsuit!,High Risk
Your service is broken. where is my money?.,Medium Risk
Thanks for the help! I would like to schedule a call.,Safe
My refund is defective. cancel this immediately.,Medium Risk
Your service is late. cancel this immediately.,Medium Risk
Your service is missing. send me a replacement.,Medium Risk
The shipment is defective which is annoying.,Medium Risk
You people are useless idiots! We intend to file a lawsuit.,High Risk
attach the file is done. Looking forward to it.,Safe
The product has not arrived and I am very disappointed.,Medium Risk
This is illegal. take legal action!,High Risk
My refund is late. send me a replacement.,Medium Risk
Just wanted to update the ticket? Thank you.,Safe
schedule a call is done. Best regards.,Safe
The shipment is broken which is annoying.,Medium Risk
Your service is missing. cancel this immediately.,Medium Risk
The product is missing which is annoying.,Medium Risk
Service was excellent! Please attach the file.,Safe
My refund is missing I am not happy.,Medium Risk
I am going to contact the authorities for this mess.,High Risk
My refund is broken I am not happy.,Medium Risk
Your service stopped working please fix this.,Medium Risk
Appreciate the quick response! Could you reset my password.,Safe
This is unacceptable. report this to the police!,High Risk
The shipment has not arrived. send me a replacement.,Medium Risk
The shipment stopped working I am not happy.,Medium Risk
This is unacceptable. report this to the police!,High Risk
The product is late. send me a replacement.,Medium Risk
Worst company ever! I demand to contact the authorities.,High Risk
The shipment is broken and I am frustrated.,Medium Risk
This is fraud. take legal action!,High Risk
We intend to take legal action for stealing my data.,High Risk
I would like to confirm the meeting? Cheers.,Safe
Your service is broken and I am frustrated.,Medium Risk
I would like to update the ticket? Looking forward to it.,Safe
Your service is broken and I am frustrated.,Medium Risk
Appreciate the quick response! Could you update the ticket.,Safe
schedule a call is done. Best regards.,Safe
Kindly reset my password? Thank you.,Safe
The shipment stopped working. send me a replacement.,Medium Risk
attach the file is done. Thank you.,Safe
Just wanted to attach the file? Thanks.,Safe
Just wanted to schedule a call? Cheers.,Safe
I would like to update the ticket? Looking forward to it.,Safe
My order is broken. cancel this immediately.,Medium Risk
The product is late. send me a replacement.,Medium Risk
My order is defective and I am frustrated.,Medium Risk
Kindly attach the file? Best regards.,Safe
confirm the meeting is done. Cheers.,Safe
My order is broken which is annoying.,Medium Risk
The product is defective which is annoying.,Medium Risk
attach the file is done. Thank you.,Safe
The shipment stopped working I am not happy.,Medium Risk
reset my password is done. Thank you.,Safe
You are scammers! I demand to contact the authorities.,High Risk
I will report this to the police because of this fraud.,High Risk
confirm the meeting is done. Thank you.,Safe
Great job! Just wanted to reset my password.,Safe
This is fraud. sue you!,High Risk
The product has not arrived. cancel this immediately.,Medium Risk
This is unacceptable. sue you!,High Risk
The shipment has not arrived. send me a replacement.,Medium Risk
attach the file is done. Thanks.,Safe
My order is defective which is annoying.,Medium Risk
My refund is missing which is annoying.,Medium Risk
The product is late. cancel this immediately.,Medium Risk
The shipment is late I am not happy.,Medium Risk
My refund is defective and I am frustrated.,Medium Risk
My order is broken. I want a refund.,Medium Risk
Please attach the file? Thanks.,Safe
Appreciate the quick response! Could you update the ticket.,Safe
You are thieves! I will take legal action.,High Risk
My order is broken. I want a refund.,Medium Risk
This is illegal. expose your scam!,High Risk
The product stopped working please fix this.,Medium Risk
This is illegal. report this to the police!,High Risk
Could you confirm the meeting? Cheers.,Safe
reset my password is done. Thanks.,Safe
This is a criminal operation! My lawyer will take legal action.,High Risk
Please confirm the meeting? Best regards.,Safe
Your service is defective. I want a refund.,Medium Risk
reset my password is done. Best regards.,Safe
I demand to take legal action because of this fraud.,High Risk
Great job! Please schedule a call.,Safe
The product is late. cancel this immediately.,Medium Risk
My order is missing. where is my money?.,Medium Risk
Thanks for the help! Kindly schedule a call.,Safe
The product is missing which is annoying.,Medium Risk
I am going to take legal action because of this fraud.,High Risk
schedule a call is done. Thank you.,Safe
Service was excellent! Please attach the file.,Safe
This is illegal. sue you!,High Risk
Kindly attach the file? Thank you.,Safe
Expect to contact the authorities due to your gross negligence.,High Risk
Thanks for the help! I would like to send the invoice.,Safe
Worst company ever! Expect to report this to the police.,High Risk
Just wanted to confirm the meeting? Thank you.,Safe
My order is defective please fix this.,Medium Risk
attach the file is done. Cheers.,Safe
I will sue you because of this fraud.,High Risk
send the invoice is done. Thank you.,Safe
Expect to contact the authorities for stealing my data.,High Risk
Please schedule a call? Best regards.,Safe
You people are useless idiots! My lawyer will sue you.,High Risk
My order is broken and I am very disappointed.,Medium Risk
My order stopped working. where is my money?.,Medium Risk
My refund is late which is annoying.,Medium Risk
Service was excellent! Please schedule a call.,Safe
I am going to contact the authorities because of this fraud.,High Risk
Thanks for the help! Kindly reset my password.,Safe
Can you reset my password? Thank you.,Safe
I demand to expose your scam for stealing my data.,High Risk
Thanks for the help! Please attach the file.,Safe
Service was excellent! I would like to attach the file.,Safe
Your service is broken and I am very disappointed.,Medium Risk
Great job! I would like to reset my password.,Safe
confirm the meeting is done. Thank you.,Safe
attach the file is done. Best regards.,Safe
This is fraud. take legal action!,High Risk
My order is missing I am not happy.,Medium Risk
My refund is broken and I am frustrated.,Medium Risk
Appreciate the quick response! Can you confirm the meeting.,Safe
You are scammers! Expect to expose your scam.,High Risk
I will report this to the police for this harassment.,High Risk
I would like to attach the file? Thank you.,Safe
My refund has not arrived. where is my money?.,Medium Risk
The shipment has not arrived please fix this.,Medium Risk
Can you reset my password? Best regards.,Safe
This is a criminal operation! My lawyer will sue you.,High Risk
I demand to sue you for stealing my data.,High Risk
Kindly reset my password? Thank you.,Safe
We intend to contact the authorities due to your gross negligence.,High Risk
My refund is defective which is annoying.,Medium Risk
update the ticket is done. Best regards.,Safe
Can you attach the file? Thanks.,Safe
My refund is missing. cancel this immediately.,Medium Risk
Please schedule a call? Best regards.,Safe
Great job! Please confirm the meeting.,Safe
Worst company ever! I demand to expose your scam.,High Risk
update the ticket is done. Best regards.,Safe
confirm the meeting is done. Looking forward to it.,Safe
Thanks for the help! Just wanted to attach the file.,Safe
Your service is broken. where is my money?.,Medium Risk
Can you send the invoice? Cheers.,Safe
This is fraud. expose your scam!,High Risk
The shipment is late please fix this.,Medium Risk
I will contact the authorities for this harassment.,High Risk
Thanks for the help! Just wanted to confirm the meeting.,Safe
The product is missing please fix this.,Medium Risk
Expect to sue you because of this fraud.,High Risk
Your service has not arrived. cancel this immediately.,Medium Risk
My order is late I am not happy.,Medium Risk
Kindly attach the file? Cheers.,Safe
I would like to confirm the meeting? Thank you.,Safe
The product stopped working. I want a refund.,Medium Risk
Thanks for the help! Can you send the invoice.,Safe
I demand to contact the authorities for this harassment.,High Risk
Can you schedule a call? Thank you.,Safe
Your service has not arrived. send me a replacement.,Medium Risk
My order is defective. cancel this immediately.,Medium Risk
Your service is late I am not happy.,Medium Risk
You are scammers! I demand to file a lawsuit.,High Risk
Please send the invoice? Thanks.,Safe
Your service is late. cancel this immediately.,Medium Risk
My order is missing and I am frustrated.,Medium Risk
Thanks for the help! Kindly send the invoice.,Safe
You are scammers! I demand to file a lawsuit.,High Risk
My lawyer will expose your scam for this mess.,High Risk
attach the file is done. Looking forward to it.,Safe
The shipment is missing I am not happy.,Medium Risk
This is a criminal operation! We intend to contact the authorities.,High Risk
update the ticket is done. Thanks.,Safe
Worst company ever! We intend to report this to the police.,High Risk
You are thieves! We intend to contact the authorities.,High Risk
My refund stopped working and I am very disappointed.,Medium Risk
I would like to update the ticket? Thanks.,Safe
update the ticket is done. Cheers.,Safe
I demand to report this to the police for this mess.,High Risk
schedule a call is done. Looking forward to it.,Safe
The shipment has not arrived and I am very disappointed.,Medium Risk
The product is missing. send me a replacement.,Medium Risk
The product is broken. cancel this immediately.,Medium Risk
Just wanted to send the invoice? Thank you.,Safe
The product is missing which is annoying.,Medium Risk
You are scammers! Expect to sue you.,High Risk
The product is missing please fix this.,Medium Risk
The shipment is late. cancel this immediately.,Medium Risk
update the ticket is done. Cheers.,Safe
Just wanted to attach the file? Thank you.,Safe
reset my password is done. Best regards.,Safe
Great job! Just wanted to schedule a call.,Safe
send the invoice is done. Looking forward to it.,Safe
You people are useless idiots! I will take legal action.,High Risk
Could you schedule a call? Best regards.,Safe
My order stopped working. send me a replacement.,Medium Risk
My order is broken. where is my money?.,Medium Risk
Your service is broken. cancel this immediately.,Medium Risk
update the ticket is done. Thanks.,Safe
My order stopped working which is annoying.,Medium Risk
My order is defective. where is my money?.,Medium Risk
Your service is late. where is my money?.,Medium Risk
reset my password is done. Best regards.,Safe
Could you update the ticket? Cheers.,Safe
This is illegal. sue you!,High Risk
Thanks for the help! Please send the invoice.,Safe
My refund is missing which is annoying.,Medium Risk
This is unacceptable. contact the authorities!,High Risk
Great job! Kindly confirm the meeting.,Safe
Your service has not arrived please fix this.,Medium Risk
My lawyer will report this to the police for this mess.,High Risk
Thanks for the help! Could you reset my password.,Safe
Great job! Can you update the ticket.,Safe
This is fraud. report this to the police!,High Risk
This is a criminal operation! We intend to expose your scam.,High Risk
I demand to contact the authorities for this mess.,High Risk
My refund is broken. send me a replacement.,Medium Risk
I demand to sue you because of this fraud.,High Risk
The product stopped working. where is my money?.,Medium Risk
This is a criminal operation! My lawyer will contact the authorities.,High Risk
schedule a call is done. Thanks.,Safe
You are scammers! Expect to take legal action.,High Risk
schedule a call is done. Thanks.,Safe
You are scammers! We intend to expose your scam.,High Risk
I demand to contact the authorities for this mess.,High Risk
This is illegal. expose your scam!,High Risk
send the invoice is done. Best regards.,Safe
This is unacceptable. contact the authorities!,High Risk
My refund is defective. I want a refund.,Medium Risk
My refund is defective and I am frustrated.,Medium Risk
schedule a call is done. Cheers.,Safe
Your service stopped working. I want a refund.,Medium Risk
The product stopped working. cancel this immediately.,Medium Risk
This is unacceptable. file a lawsuit!,High Risk
Great job! Please reset my password.,Safe
You are thieves! Expect to take legal action.,High Risk
Service was excellent! Can you send the invoice.,Safe
My order is broken. cancel this immediately.,Medium Risk
My refund stopped working and I am very disappointed.,Medium Risk
reset my password is done. Best regards.,Safe
This is a criminal operation! I demand to file a lawsuit.,High Risk
Appreciate the quick response! Could you reset my password.,Safe
schedule a call is done. Thanks.,Safe
This is fraud. sue you!,High Risk
My refund is defective and I am very disappointed.,Medium Risk
Your service is broken. cancel this immediately.,Medium Risk
Could you attach the file? Best regards.,Safe
Your service is defective. I want a refund.,Medium Risk
You are thieves! I will report this to the police.,High Risk
send the invoice is done. Thanks.,Safe
You are scammers! I am going to file a lawsuit.,High Risk
My refund has not arrived and I am frustrated.,Medium Risk
I would like to reset my password? Looking forward to it.,Safe
This is unacceptable. contact the authorities!,High Risk
send the invoice is done. Best regards.,Safe
This is unacceptable. expose your scam!,High Risk
The shipment is missing. where is my money?.,Medium Risk
This is unacceptable. sue you!,High Risk
My refund is late. send me a replacement.,Medium Risk
My refund stopped working. cancel this immediately.,Medium Risk
The shipment is missing. I want a refund.,Medium Risk
Service was excellent! Kindly schedule a call.,Safe
Kindly reset my password? Looking forward to it.,Safe
reset my password is done. Thank you.,Safe
I will sue you for stealing my data.,High Risk
This is fraud. take legal action!,High Risk
schedule a call is done. Looking forward to it.,Safe
The shipment is broken I am not happy.,Medium Risk
Your service has not arrived and I am frustrated.,Medium Risk
My order is defective and I am frustrated.,Medium Risk
This is unacceptable. expose your scam!,High Risk
My order is late. I want a refund.,Medium Risk
This is fraud. report this to the police!,High Risk
Expect to contact the authorities due to your gross negligence.,High Risk
My refund is late. send me a replacement.,Medium Risk
My refund has not arrived. I want a refund.,Medium Risk
Service was excellent! I would like to schedule a call.,Safe
Can you schedule a call? Looking forward to it.,Safe
Kindly attach the file? Looking forward to it.,Safe
We intend to expose your scam due to your gross negligence.,High Risk
The shipment is late. I want a refund.,Medium Risk
My refund is defective which is annoying.,Medium Risk
This is fraud. sue you!,High Risk
I demand to expose your scam for this harassment.,High Risk
Your service is broken. cancel this immediately.,Medium Risk
The product is missing. send me a replacement.,Medium Risk
Great job! Can you attach the file.,Safe
This is unacceptable. take legal action!,High Risk
Your service is broken. where is my money?.,Medium Risk
This is fraud. take legal action!,High Risk
update the ticket is done. Thank you.,Safe
You people are useless idiots! I demand to sue you.,High Risk
My order is missing please fix this.,Medium Risk
update the ticket is done. Cheers.,Safe
Your service is broken I am not happy.,Medium Risk
You are thieves! We intend to report this to the police.,High Risk
Worst company ever! Expect to contact the authorities.,High Risk
I would like to reset my password? Cheers.,Safe
Service was excellent! Please attach the file.,Safe
We intend to expose your scam because of this fraud.,High Risk
My refund is defective and I am frustrated.,Medium Risk
Please confirm the meeting? Looking forward to it.,Safe
I will file a lawsuit for this harassment.,High Risk
You people are useless idiots! We intend to sue you.,High Risk
I would like to schedule a call? Cheers.,Safe
Can you update the ticket? Thanks.,Safe
We intend to report this to the police for stealing my data.,High Risk
My order has not arrived please fix this.,Medium Risk
Your service is missing and I am very disappointed.,Medium Risk
The product stopped working and I am very disappointed.,Medium Risk
Your service is missing. cancel this immediately.,Medium Risk
send the invoice is done. Thank you.,Safe
Worst company ever! Expect to file a lawsuit.,High Risk
attach the file is done. Thank you.,Safe
I would like to update the ticket? Thanks.,Safe
You are scammers! My lawyer will file a lawsuit.,High Risk
Expect to take legal action for this mess.,High Risk
We intend to contact the authorities due to your gross negligence.,High Risk
Worst company ever! Expect to take legal action.,High Risk
Can you attach the file? Best regards.,Safe
Worst company ever! I will sue you.,High Risk
Great job! Kindly reset my password.,Safe
send the invoice is done. Looking forward to it.,Safe
You people are useless idiots! We intend to sue you.,High Risk
Expect to file a lawsuit for this mess.,High Risk
My refund is late and I am frustrated.,Medium Risk
The product is missing. I want a refund.,Medium Risk
confirm the meeting is done. Cheers.,Safe
update the ticket is done. Looking forward to it.,Safe
Your service stopped working I am not happy.,Medium Risk
This is fraud. sue you!,High Risk
My order is broken. I want a refund.,Medium Risk
The product is defective which is annoying.,Medium Risk
My order is broken and I am frustrated.,Medium Risk
The product is defective. where is my money?.,Medium Risk
reset my password is done. Cheers.,Safe
The shipment stopped working. cancel this immediately.,Medium Risk
You people are useless idiots! Expect to report this to the police.,High Risk
send the invoice is done. Looking forward to it.,Safe
You people are useless idiots! I will expose your scam.,High Risk
This is illegal. sue you!,High Risk
My order is defective. cancel this immediately.,Medium Risk
My order has not arrived. send me a replacement.,Medium Risk
I demand to expose your scam due to your gross negligence.,High Risk
Service was excellent! Kindly update the ticket.,Safe
Thanks for the help! Could you attach the file.,Safe
I will contact the authorities for stealing my data.,High Risk
Your service has not arrived. I want a refund.,Medium Risk
I will sue you for stealing my data.,High Risk
You people are useless idiots! I demand to file a lawsuit.,High Risk
You people are useless idiots! Expect to contact the authorities.,High Risk
You people are useless idiots! I demand to report this to the police.,High Risk
schedule a call is done. Thank you.,Safe
We intend to contact the authorities due to your gross negligence.,High Risk
My order is missing and I am frustrated.,Medium Risk
Great job! Can you reset my password.,Safe
My refund stopped working. I want a refund.,Medium Risk
Please attach the file? Thanks.,Safe
Thanks for the help! Can you update the ticket.,Safe
Great job! Can you attach the file.,Safe
Great job! Please attach the file.,Safe
Could you reset my password? Cheers.,Safe
The product is defective I am not happy.,Medium Risk
This is a criminal operation! We intend to report this to the police.,High Risk
The product is broken. cancel this immediately.,Medium Risk
This is unacceptable. report this to the police!,High Risk
The product is defective. I want a refund.,Medium Risk
I would like to schedule a call? Best regards.,Safe
Could you attach the file? Cheers.,Safe
We intend to expose your scam for this mess.,High Risk
My order is late. cancel this immediately.,Medium Risk
schedule a call is done. Best regards.,Safe
I am going to expose your scam for this mess.,High Risk
reset my password is done. Best regards.,Safe
My refund is broken. send me a replacement.,Medium Risk
The product is broken. where is my money?.,Medium Risk
Thanks for the help! Kindly send the invoice.,Safe
The shipment is defective and I am very disappointed.,Medium Risk
Could you reset my password? Thanks.,Safe
You are thieves! We intend to take legal action.,High Risk
attach the file is done. Cheers.,Safe
Service was excellent! Can you attach the file.,Safe
My refund stopped working. cancel this immediately.,Medium Risk
Worst company ever! I demand to file a lawsuit.,High Risk
The shipment is missing. where is my money?.,Medium Risk
I am going to sue you because of this fraud.,High Risk
Appreciate the quick response! Could you schedule a call.,Safe
We intend to take legal action because of this fraud.,High Risk
This is fraud. sue you!,High Risk
The shipment has not arrived I am not happy.,Medium Risk
Your service has not arrived please fix this.,Medium Risk
We intend to expose your scam due to your gross negligence.,High Risk
Your service is missing I am not happy.,Medium Risk
Service was excellent! Just wanted to send the invoice.,Safe
My refund is defective. I want a refund.,Medium Risk
This is illegal. report this to the police!,High Risk
Great job! Could you attach the file.,Safe
Kindly attach the file? Best regards.,Safe
Service was excellent! Please schedule a call.,Safe
Great job! Kindly schedule a call.,Safe
Your service is defective and I am frustrated.,Medium Risk
Kindly attach the file? Thank you.,Safe
We intend to report this to the police for stealing my data.,High Risk
The shipment has not arrived. where is my money?.,Medium Risk
My order is late which is annoying.,Medium Risk
I would like to schedule a call? Cheers.,Safe
Kindly confirm the meeting? Thank you.,Safe
Thanks for the help! Just wanted to attach the file.,Safe
update the ticket is done. Cheers.,Safe
Can you reset my password? Thanks.,Safe
Your service is broken please fix this.,Medium Risk
My refund is late and I am frustrated.,Medium Risk
My order stopped working which is annoying.,Medium Risk
You are thieves! Expect to contact the authorities.,High Risk
This is illegal. take legal action!,High Risk
My order is broken. I want a refund.,Medium Risk
Thanks for the help! Just wanted to confirm the meeting.,Safe
confirm the meeting is done. Best regards.,Safe
Appreciate the quick response! I would like to attach the file.,Safe
I am going to take legal action for this mess.,High Risk
This is a criminal operation! Expect to file a lawsuit.,High Risk
This is illegal. expose your scam!,High Risk
The product stopped working. cancel this immediately.,Medium Risk
Could you update the ticket? Looking forward to it.,Safe
Just wanted to reset my password? Thanks.,Safe
Kindly update the ticket? Thank you.,Safe
Can you confirm the meeting? Cheers.,Safe
The shipment is missing which is annoying.,Medium Risk
Thanks for the help! Can you update the ticket.,Safe
This is unacceptable. sue you!,High Risk
reset my password is done. Thanks.,Safe
Appreciate the quick response! Kindly confirm the meeting.,Safe
Kindly schedule a call? Looking forward to it.,Safe
I will sue you for stealing my data.,High Risk
This is a criminal operation! I will sue you.,High Risk
schedule a call is done. Thanks.,Safe
Worst company ever! Expect to contact the authorities.,High Risk
Great job! Can you send the invoice.,Safe
Just wanted to attach the file? Looking forward to it.,Safe
The shipment has not arrived please fix this.,Medium Risk
Please send the invoice? Cheers.,Safe
This is unacceptable. expose your scam!,High Risk
Thanks for the help! I would like to update the ticket.,Safe
This is unacceptable. report this to the police!,High Risk
Service was excellent! Please reset my password.,Safe
Could you schedule a call? Best regards.,Safe
This is illegal. sue you!,High Risk
Your service is late. where is my money?.,Medium Risk
Your service stopped working please fix this.,Medium Risk
You people are useless idiots! We intend to take legal action.,High Risk
Kindly attach the file? Best regards.,Safe
reset my password is done. Cheers.,Safe
The product is missing. send me a replacement.,Medium Risk
Your service has not arrived. I want a refund.,Medium Risk
Service was excellent! Just wanted to attach the file.,Safe
This is unacceptable. report this to the police!,High Risk
Kindly schedule a call? Looking forward to it.,Safe
reset my password is done. Cheers.,Safe
The shipment is missing. where is my money?.,Medium Risk
My refund is broken and I am frustrated.,Medium Risk
This is unacceptable. sue you!,High Risk
The shipment is late and I am very disappointed.,Medium Risk
Just wanted to send the invoice? Cheers.,Safe
We intend to sue you due to your gross negligence.,High Risk
My refund is broken and I am very disappointed.,Medium Risk
Great job! Please schedule a call.,Safe
You people are useless idiots! I demand to expose your scam.,High Risk
The shipment is late. send me a replacement.,Medium Risk
Please send the invoice? Looking forward to it.,Safe
I demand to file a lawsuit because of this fraud.,High Risk
My refund is broken. cancel this immediately.,Medium Risk
My order is missing which is annoying.,Medium Risk
This is unacceptable. take legal action!,High Risk
Service was excellent! Can you send the invoice.,Safe
My order is late. send me a replacement.,Medium Risk
This is illegal. file a lawsuit!,High Risk
My order is broken and I am very disappointed.,Medium Risk
send the invoice is done. Cheers.,Safe
This is fraud. file a lawsuit!,High Risk
My order stopped working which is annoying.,Medium Risk
This is fraud. expose your scam!,High Risk
My lawyer will take legal action for this harassment.,High Risk
This is fraud. take legal action!,High Risk
Expect to report this to the police because of this fraud.,High Risk
My refund is missing which is annoying.,Medium Risk
I demand to sue you for stealing my data.,High Risk
I demand to take legal action for this harassment.,High Risk
Your service is late and I am very disappointed.,Medium Risk
reset my password is done. Cheers.,Safe
I demand to expose your scam due to your gross negligence.,High Risk
Thanks for the help! Please update the ticket.,Safe
We intend to take legal action for this mess.,High Risk
This is illegal. contact the authorities!,High Risk
schedule a call is done. Looking forward to it.,Safe
The shipment is defective please fix this.,Medium Risk
Great job! Can you reset my password.,Safe
My order is defective please fix this.,Medium Risk
My refund is late. send me a replacement.,Medium Risk
Could you confirm the meeting? Cheers.,Safe
My order is missing please fix this.,Medium Risk
Can you schedule a call? Cheers.,Safe
reset my password is done. Thanks.,Safe
Your service is missing please fix this.,Medium Risk
Worst company ever! We intend to report this to the police.,High Risk
Worst company ever! I am going to file a lawsuit.,High Risk
Your service is broken. cancel this immediately.,Medium Risk
I would like to confirm the meeting? Cheers.,Safe
This is illegal. expose your scam!,High Risk
reset my password is done. Best regards.,Safe
The product stopped working. I want a refund.,Medium Risk
Expect to report this to the police for stealing my data.,High Risk
You people are useless idiots! Expect to file a lawsuit.,High Risk
You are scammers! I demand to expose your scam.,High Risk
My order is missing. send me a replacement.,Medium Risk
Kindly reset my password? Thank you.,Safe
You are scammers! My lawyer will expose your scam.,High Risk
You are thieves! We intend to sue you.,High Risk
My order has not arrived. where is my money?.,Medium Risk
I will report this to the police for stealing my data.,High Risk
We intend to sue you because of this fraud.,High Risk
You are scammers! I will sue you.,High Risk
You are scammers! I will contact the authorities.,High Risk
We intend to sue you due to your gross negligence.,High Risk
My order is late which is annoying.,Medium Risk
attach the file is done. Best regards.,Safe
You are thieves! I demand to expose your scam.,High Risk
update the ticket is done. Best regards.,Safe
You are thieves! I am going to sue you.,High Risk
My refund is late which is annoying.,Medium Risk
I will expose your scam for stealing my data.,High Risk
This is illegal. sue you!,High Risk
Appreciate the quick response! Can you confirm the meeting.,Safe
I will report this to the police because of this fraud.,High Risk
schedule a call is done. Looking forward to it.,Safe
Your service is late which is annoying.,Medium Risk
This is fraud. file a lawsuit!,High Risk
This is illegal. report this to the police!,High Risk
This is a criminal operation! Expect to expose your scam.,High Risk
Kindly schedule a call? Looking forward to it.,Safe
I am going to file a lawsuit because of this fraud.,High Risk
Appreciate the quick response! Please confirm the meeting.,Safe
The product has not arrived please fix this.,Medium Risk
confirm the meeting is done. Looking forward to it.,Safe
The product is defective which is annoying.,Medium Risk
Your service stopped working. I want a refund.,Medium Risk
update the ticket is done. Cheers.,Safe
Your service is late. send me a replacement.,Medium Risk
confirm the meeting is done. Thanks.,Safe
Worst company ever! We intend to file a lawsuit.,High Risk
My lawyer will expose your scam for this harassment.,High Risk
I demand to contact the authorities because of this fraud.,High Risk
This is fraud. sue you!,High Risk
My refund is broken. cancel this immediately.,Medium Risk
The shipment is late. send me a replacement.,Medium Risk
You are thieves! My lawyer will take legal action.,High Risk
Your service has not arrived. cancel this immediately.,Medium Risk
The product is defective. I want a refund.,Medium Risk
Your service has not arrived. cancel this immediately.,Medium Risk
Great job! Could you send the invoice.,Safe
The shipment stopped working and I am very disappointed.,Medium Risk
Worst company ever! I demand to expose your scam.,High Risk
My refund is late. I want a refund.,Medium Risk
Kindly schedule a call? Best regards.,Safe
My lawyer will contact the authorities due to your gross negligence.,High Risk
The shipment is defective which is annoying.,Medium Risk
Please reset my password? Best regards.,Safe
This is illegal. file a lawsuit!,High Risk
This is unacceptable. report this to the police!,High Risk
My refund has not arrived. where is my money?.,Medium Risk
Your service has not arrived which is annoying.,Medium Risk
This is unacceptable. file a lawsuit!,High Risk
You are scammers! We intend to expose your scam.,High Risk
attach the file is done. Thank you.,Safe
The shipment is defective. I want a refund.,Medium Risk
This is fraud. take legal action!,High Risk
Service was excellent! Can you confirm the meeting.,Safe
This is a criminal operation! I am going to take legal action.,High Risk
My refund stopped working and I am very disappointed.,Medium Risk
We intend to report this to the police because of this fraud.,High Risk
The shipment is broken. where is my money?.,Medium Risk
Your service has not arrived I am not happy.,Medium Risk
attach the file is done. Best regards.,Safe
Your service stopped working and I am very disappointed.,Medium Risk
My order has not arrived. where is my money?.,Medium Risk
This is illegal. report this to the police!,High Risk
My order stopped working and I am frustrated.,Medium Risk
The shipment is missing please fix this.,Medium Risk
Great job! I would like to reset my password.,Safe
This is a criminal operation! I will take legal action.,High Risk
Expect to file a lawsuit for stealing my data.,High Risk
confirm the meeting is done. Looking forward to it.,Safe
attach the file is done. Thank you.,Safe
I will take legal action for stealing my data.,High Risk
reset my password is done. Cheers.,Safe
reset my password is done. Thanks.,Safe
Worst company ever! My lawyer will take legal action.,High Risk
Great job! Could you schedule a call.,Safe
The shipment is late. cancel this immediately.,Medium Risk
Your service is late I am not happy.,Medium Risk
The shipment is defective. where is my money?.,Medium Risk
I am going to expose your scam for this mess.,High Risk
Appreciate the quick response! Just wanted to send the invoice.,Safe
This is a criminal operation! Expect to file a lawsuit.,High Risk
You are scammers! I am going to file a lawsuit.,High Risk
I demand to contact the authorities for this mess.,High Risk
